text,category,target,source
2021 সালের ইউরোপীয় লটারিতে $80000 ডলার দাবি করার জন্য আপনার ইমেল এড্রেস নির্বাচন করা হয়েছে।,spam,1,real
"platform: Facebook · action: একটি কমেন্ট · who: ১৮ জন

ভদ্রলোকেরা স্পষ্টভাবে বলছেন যে, আমার উপনীতির স্ব",social,5,synthetic
Barishal University Students গ্রুপ থেকে একটি ফ্রেন্ড রিকোয়েস্ট আমাকে পেয়েছে। 'Barishal University Students' গ্রুপ বাস্তব,social,5,synthetic
"scheme: অ্যাকাউন্ট স্থগিত — আপনার সুবিধাজনক সংবাদ

আপনার অ্যাকাউন্টটি আজকে অস্থিতিশীল হয়েছে। এই ক্ষতিগরীয় পরিস্থিতির কারণে আপনার মোবাইল নম্বর ৪৩২",spam,1,synthetic
"আপনার ফাইলগুলি ""এখানে আপনার বিচ্ছিন্ন গণিতের অ্যাসাইনমেন্ট আপলোড করুন"" এ আপলোড করা হয়েছে",updates,2,real
কেউ যখন মিথ্যা বলছে তখন আমি কিভাবে বুঝব?,updates,2,real
"আমরা দিছি ঘরে বসে টাকা আয় করার সুযোগ, টাটা কোঃ লিঃ",spam,1,real
"প্রিয় গ্রাহক,

বিভাগ: promotions
স্তর: ব্র্যান্ডের ছাড় এবং অফার

আপনার ব্র্যান্ড Bataর ফ্ল্যাশ সেলের ৩০% পর্যন্ত ছাড়ের আয়োজন। এই ছাড়টি আজ রাত ১২টা পর",promotions,4,synthetic
আপনি ভয়েস কল এবং এসএমএস করার জন্য18.00 টাকা ইমার্জেন্সি ব্যালেন্স পেয়েছেন। ব্যবহৃত অ্যামাউন্ট পরবর্তী রিচার্জে সমন্বয় করা হবে। ব্যালেন্স জানতে *121*1# ডায়াল করুন।,spam,1,real
আন্তর্জাতিক মাতৃভাষা দিবস উপলক্ষে প্রতিটা কোর্সের জন্য15% ডিসকাউন্ট,promotions,4,real
বাঁচানোর শেষ সুযোগ!,updates,2,real
"বাংলাদেশ সেনাবাহিনীর ৯০তম বিএমএ দীর্ঘমেয়াদী কোর্সে যোগদানের জন্য  ১২ আগস্ট ২০২২ 
তারিখ হতে আবেদন আহবান করা হয়েছে। বিস্তারিত জানতে ভিজিট করুনঃ  https://joinbangladesharmy.army.mil.bd",primary,0,real
আসা রাখি আপনার এই কোম্পানি এর মাধ্যমে বাংলাদেশে সফটওয়্যার এবং আইটি ফিল্ড অনেক দূর এগিয়ে যাবে ইনশাআল্লাহ।,primary,0,real
platform: ট্রেবার্স্ট্র্যান্স্ক্যাম্প · action: লিংক জোগাড় · who: 'বিভাগ-প্রোগ্রাম সংসদীয় শ,social,5,synthetic
সম্প্রাতিক ফেসবুক কার্যকলাপ পর্যালোচনা,important,3,real
ছি... কাউকে বলবেন না!,updates,2,real
"scheme: মুখ্য পরিবেশনের সীমিত সময়ের সুযোগ পেতে।

lure: স্বাভাবিক লাভের জন্য প্রয়াস।

urgency: ৩০ডাক, শেষপর্যন্ত লাভ!",spam,1,synthetic
মুজিবুর রহমান আপনাকে মেনশন করেছেন তাইকেই (platform: WhatsApp গ্রুপ · action: আপনাকে মেনশন · who: একজন পর,social,5,synthetic
রকমারিতে বঙ্গবন্ধু মুক্তিযুদ্ধের আর বাংলাদেশী বইতে ২৫% ছাড়।,spam,1,real
দুধের কার্টন রুবিকের স্নেক পাজল,promotions,4,real
ক্রিসেন্ট হাসপাতালের রেডিওগ্রাফার আলথুর এবং আপনার জন্য ভারতে আরও 7টি চাকরি। এখন আবেদন কর. ক্রিসেন্ট হাসপাতালের রেডিওগ্রাফার আলথুর এবং আপনার জন্য ভারতে আরও 7টি চাকরি। এখন আবেদন কর.,primary,0,real
জম্বি আক্রমণ: কীভাবে একটি জম্বি হোর্ড তৈরি করবেন,promotions,4,real
FB১০৯০ ব্যবহার করলে ফেসবুক মার্কেটিং কোর্সে সীমিত সময়ের জন্য ১৬০ টাকার ছাড়।,promotions,4,real
"প্রিয় গ্রাহক SID148985, বিল পেমেন্ট না করায় আপনার ইন্টারনেট সংযোগ বিচ্ছিন্ন করা হয়েছে। চালু করতে বিল প্রদান করুন। www.orbit.net",updates,2,real
"হাওলাদার মোঃ তাওহীদুল ইসলাম sent a message to the group conversation ""বরিশালস্থ বরগুনা জেলা ছাত্রকল্...",social,5,real
